lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,i,chain
-7.08642,0.993116,0.965593,1,1,0,7.0906,0.190878,771,3
-8.19471,0.764052,0.965593,1,3,0,8.50101,0.433904,772,3
-7.43399,1.0,0.965593,1,1,0,7.9884,0.346537,773,3
-7.43399,0.779814,0.965593,1,1,0,7.94005,0.346537,774,3
-7.15875,0.615126,0.965593,2,3,0,9.39229,0.295209,775,3
-7.78403,0.806154,0.965593,1,1,0,7.78959,0.391857,776,3
-7.17281,1.0,0.965593,2,3,0,7.58075,0.298621,777,3
-7.61978,0.857721,0.965593,1,1,0,7.63268,0.372133,778,3
-7.23504,1.0,0.965593,2,3,0,7.51755,0.312226,779,3
-7.03306,1.0,0.965593,1,3,0,7.17814,0.247911,780,3
-7.07986,0.903358,0.965593,2,3,0,7.52421,0.19289,781,3
-8.94579,0.747533,0.965593,2,3,0,9.10279,0.0629672,782,3
-7.03428,1.0,0.965593,2,3,0,8.50856,0.248902,783,3
-7.05769,0.987197,0.965593,2,3,0,7.10736,0.200838,784,3
-8.67027,0.699609,0.965593,1,3,0,9.165,0.0710452,785,3
-7.48451,0.961558,0.965593,1,3,0,8.52205,0.132536,786,3
-7.02467,0.979854,0.965593,1,3,0,7.52368,0.238253,787,3
-8.62896,0.739316,0.965593,2,3,0,8.68668,0.0723751,788,3
-8.50802,1.0,0.965593,1,1,0,8.8134,0.0764726,789,3
-8.08085,1.0,0.965593,1,1,0,8.52418,0.0939854,790,3
-7.12649,0.865677,0.965593,2,3,0,9.00831,0.286701,791,3
-7.11808,1.0,0.965593,1,1,0,7.15146,0.284288,792,3
-7.02269,1.0,0.965593,1,3,0,7.10607,0.229736,793,3
-7.02269,0.870854,0.965593,1,3,0,7.57231,0.229736,794,3
-7.04327,0.995725,0.965593,2,3,0,7.05133,0.207623,795,3
-7.03787,1.0,0.965593,1,1,0,7.04481,0.210813,796,3
-7.2235,0.962168,0.965593,1,3,0,7.23505,0.162665,797,3
-7.02419,0.999636,0.965593,1,3,0,7.20579,0.224334,798,3
-7.07779,0.988249,0.965593,2,3,0,7.10476,0.193549,799,3
-7.02332,0.998355,0.965593,1,3,0,7.08008,0.235058,800,3
-7.02273,1.0,0.965593,1,3,0,7.02316,0.232172,801,3
-7.44221,0.899271,0.965593,1,3,0,7.48429,0.347769,802,3
-8.86889,0.586554,0.965593,1,1,0,8.92025,0.489659,803,3
-9.23978,0.865036,0.965593,1,1,0,9.88319,0.515874,804,3
-7.11432,1.0,0.965593,1,3,0,9.17648,0.183399,805,3
-7.30203,0.959085,0.965593,1,1,0,7.30245,0.151791,806,3
-7.63348,0.979908,0.965593,2,3,0,7.63969,0.120415,807,3
-7.26472,1.0,0.965593,1,1,0,7.56447,0.156683,808,3
-7.68838,0.922475,0.965593,1,1,0,7.6886,0.11649,809,3
-7.36692,1.0,0.965593,1,1,0,7.64358,0.144192,810,3
-7.05275,0.912843,0.965593,2,3,0,8.60793,0.202959,811,3
-7.184,0.976589,0.965593,1,3,0,7.185,0.169145,812,3
-7.50957,0.907761,0.965593,1,3,0,7.89494,0.357476,813,3
-7.50957,0.301678,0.965593,1,1,0,9.49116,0.357476,814,3
-7.8683,0.876574,0.965593,1,1,0,7.99357,0.401215,815,3
-9.0887,0.624955,0.965593,1,1,0,9.28708,0.5055,816,3
-7.50411,1.0,0.965593,2,3,0,8.92929,0.130798,817,3
-7.04943,1.0,0.965593,2,3,0,7.39955,0.258525,818,3
-7.04276,0.993652,0.965593,2,3,0,7.09577,0.207907,819,3
-7.02434,0.998566,0.965593,2,3,0,7.05259,0.224021,820,3
-7.03599,0.997573,0.965593,1,3,0,7.03613,0.212062,821,3
-7.51755,0.898657,0.965593,1,3,0,7.5963,0.129633,822,3
-7.09604,0.9888,0.965593,2,3,0,7.6327,0.188125,823,3
-7.4789,0.936814,0.965593,1,3,0,7.49065,0.133044,824,3
-7.02577,0.978626,0.965593,1,3,0,7.52468,0.240085,825,3
-7.17799,0.956954,0.965593,1,3,0,7.23909,0.17021,826,3
-7.02715,1.0,0.965593,1,3,0,7.15564,0.219818,827,3
-8.9151,0.63698,0.965593,1,3,0,9.09707,0.493067,828,3
-7.28502,0.908468,0.965593,1,3,0,9.42704,0.153967,829,3
-7.09905,1.0,0.965593,2,3,0,7.24295,0.187302,830,3
-7.03249,0.941174,0.965593,2,3,0,7.57289,0.214657,831,3
-7.07467,0.86326,0.965593,2,3,0,7.85649,0.194573,832,3
-7.03716,0.990166,0.965593,2,3,0,7.13917,0.251065,833,3
-7.99061,0.74954,0.965593,1,3,0,8.51076,0.098471,834,3
-7.10341,0.905943,0.965593,1,3,0,8.3964,0.279832,835,3
-7.14886,0.929278,0.965593,2,3,0,7.45973,0.175756,836,3
-7.18002,0.969952,0.965593,1,3,0,7.42142,0.300314,837,3
-7.05513,0.913416,0.965593,2,3,0,7.56373,0.261415,838,3
-7.02471,0.998781,0.965593,1,3,0,7.06007,0.22333,839,3
-7.47768,0.738241,0.965593,2,3,0,8.78778,0.133155,840,3
-7.1781,1.0,0.965593,1,1,0,7.41605,0.17019,841,3
-7.02331,0.999389,0.965593,1,3,0,7.16526,0.226567,842,3
-7.07151,0.944883,0.965593,2,3,0,7.34684,0.195643,843,3
-8.63072,0.550443,0.965593,2,3,0,10.4403,0.0723177,844,3
-7.15803,1.0,0.965593,1,3,0,8.58374,0.173937,845,3
-7.10143,1.0,0.965593,1,1,0,7.15362,0.186667,846,3
-8.16333,0.772598,0.965593,1,3,0,8.49815,0.430967,847,3
-7.36367,1.0,0.965593,2,3,0,7.9798,0.14455,848,3
-7.67991,0.94448,0.965593,1,1,0,7.69324,0.117079,849,3
-7.39024,0.92442,0.965593,1,3,0,8.4609,0.339788,850,3
-7.02637,1.0,0.965593,1,3,0,7.35874,0.220798,851,3
-7.45544,0.928427,0.965593,2,3,0,7.54985,0.135212,852,3
-9.11301,0.82656,0.965593,1,3,0,9.26441,0.0586474,853,3
-8.44631,1.0,0.965593,1,1,0,9.09672,0.07869,854,3
-9.40808,0.909276,0.965593,1,1,0,9.42175,0.0519039,855,3
-10.0409,0.956883,0.965593,1,1,0,10.1556,0.0403725,856,3
-9.11022,1.0,0.965593,1,1,0,10.0128,0.0587164,857,3
-8.73154,1.0,0.965593,2,3,0,9.21205,0.0691334,858,3
-8.54098,1.0,0.965593,1,1,0,8.8889,0.0753241,859,3
-8.01468,1.0,0.965593,1,1,0,8.51952,0.0972415,860,3
-7.77431,1.0,0.965593,1,1,0,8.05631,0.110807,861,3
-7.02393,1.0,0.965593,2,3,0,7.64655,0.236703,862,3
-7.55053,0.70142,0.965593,2,3,0,8.74036,0.126867,863,3
-7.63616,0.892354,0.965593,1,3,0,8.6058,0.374203,864,3
-7.47363,1.0,0.965593,1,1,0,7.70782,0.352377,865,3
-7.16422,1.0,0.965593,1,1,0,7.38496,0.296554,866,3
-8.1112,0.718259,0.965593,1,1,0,8.11332,0.426,867,3
-7.1817,1.0,0.965593,2,3,0,7.78897,0.300704,868,3
-8.01716,0.850228,0.965593,2,3,0,8.01732,0.0971161,869,3
-7.03412,0.978799,0.965593,1,3,0,8.03086,0.213399,870,3
-7.02791,0.972135,0.965593,2,3,0,7.21267,0.21893,871,3
-7.14679,0.888258,0.965593,2,3,0,7.74228,0.176177,872,3
-8.17985,0.779932,0.965593,1,3,0,8.60515,0.432517,873,3
-7.15762,1.0,0.965593,2,3,0,8.32047,0.174017,874,3
-7.20277,0.990072,0.965593,1,1,0,7.2248,0.165959,875,3
-7.63314,0.886963,0.965593,1,3,0,8.07375,0.373823,876,3
-7.03687,0.953402,0.965593,2,3,0,7.93077,0.211464,877,3
-7.03673,1.0,0.965593,2,3,0,7.04055,0.21156,878,3
-7.14451,0.822077,0.965593,2,3,0,8.13498,0.176646,879,3
-7.02471,0.963849,0.965593,2,3,0,7.4535,0.238316,880,3
-7.90774,0.802614,0.965593,1,3,0,7.964,0.405446,881,3
-7.84568,1.0,0.965593,1,1,0,8.16376,0.398747,882,3
-7.15058,0.94308,0.965593,1,3,0,8.11592,0.175409,883,3
-7.65973,0.87228,0.965593,1,3,0,8.0192,0.377137,884,3
-10.23,0.37339,0.965593,1,1,0,10.3069,0.575719,885,3
-8.18354,1.0,0.965593,1,1,0,9.6986,0.432863,886,3
-7.24865,1.0,0.965593,2,3,0,7.86502,0.314949,887,3
-7.20032,0.929591,0.965593,1,3,0,7.61674,0.166363,888,3
-7.02275,0.888681,0.965593,2,3,0,8.01774,0.22919,889,3
-7.02387,0.952212,0.965593,2,3,0,7.28134,0.225048,890,3
-7.02418,0.999914,0.965593,1,1,0,7.02445,0.224349,891,3
-7.13866,0.973047,0.965593,1,3,0,7.15485,0.177874,892,3
-7.16264,0.994586,0.965593,1,1,0,7.18515,0.17305,893,3
-7.21764,0.988008,0.965593,1,1,0,7.23873,0.163574,894,3
-7.38238,0.966874,0.965593,1,1,0,7.39574,0.142521,895,3
-7.38238,0.685012,0.965593,1,3,0,10.3186,0.142521,896,3
-7.02878,0.981012,0.965593,1,3,0,7.43069,0.243873,897,3
-7.18709,0.962397,0.965593,1,3,0,7.19231,0.301942,898,3
-7.02278,1.0,0.965593,1,3,0,7.15833,0.232661,899,3
-8.17583,0.813157,0.965593,2,3,0,8.25446,0.0896035,900,3
-7.55277,1.0,0.965593,1,1,0,8.08164,0.126683,901,3
-7.45338,1.0,0.965593,1,1,0,7.59944,0.135406,902,3
-7.29082,1.0,0.965593,1,1,0,7.4464,0.153216,903,3
-7.15654,1.0,0.965593,1,1,0,7.27003,0.174228,904,3
-7.64231,0.914894,0.965593,2,3,0,7.93619,0.119767,905,3
-7.02306,1.0,0.965593,2,3,0,7.54942,0.2341,906,3
-7.025,0.999339,0.965593,1,3,0,7.02659,0.222826,907,3
-7.14478,0.975952,0.965593,2,3,0,7.19215,0.176591,908,3
-7.5719,0.936378,0.965593,1,3,0,7.57768,0.125139,909,3
-7.46009,1.0,0.965593,1,1,0,7.61452,0.134777,910,3
-7.24013,0.956663,0.965593,1,3,0,7.93263,0.313255,911,3
-7.24013,0.645713,0.965593,1,1,0,8.02725,0.313255,912,3
-7.22403,1.0,0.965593,1,1,0,7.29593,0.309967,913,3
-7.07448,1.0,0.965593,1,1,0,7.17924,0.269758,914,3
-7.2801,0.788414,0.965593,2,3,0,8.10811,0.320967,915,3
-7.23841,1.0,0.965593,1,1,0,7.32831,0.312908,916,3
-7.23841,0.892998,0.965593,1,1,0,7.48693,0.312908,917,3
-7.08844,1.0,0.965593,2,3,0,7.19578,0.274878,918,3
-7.04043,1.0,0.965593,2,3,0,7.07618,0.209236,919,3
-7.81468,0.842094,0.965593,1,3,0,7.97724,0.108307,920,3
-7.82912,0.867278,0.965593,1,3,0,9.25164,0.396921,921,3
-7.13909,0.948561,0.965593,1,3,0,8.07162,0.177783,922,3
-7.09451,1.0,0.965593,2,3,0,7.13777,0.188547,923,3
-7.02445,1.0,0.965593,2,3,0,7.08586,0.237814,924,3
-7.25968,0.936563,0.965593,1,3,0,7.34323,0.157379,925,3
-7.07317,1.0,0.965593,2,3,0,7.2087,0.269246,926,3
-7.32925,0.920968,0.965593,1,1,0,7.32969,0.329741,927,3
-7.32925,0.815322,0.965593,1,1,0,7.74318,0.329741,928,3
-7.17882,0.938291,0.965593,1,3,0,7.66767,0.170062,929,3
-7.79852,0.913865,0.965593,1,3,0,7.81684,0.109296,930,3
-7.09169,0.993447,0.965593,2,3,0,7.85246,0.189343,931,3
-7.39924,0.742975,0.965593,2,3,0,8.9187,0.140752,932,3
-7.03327,0.905118,0.965593,2,3,0,8.19002,0.248081,933,3
-7.21542,0.944203,0.965593,1,3,0,7.31614,0.163924,934,3
-7.10792,1.0,0.965593,1,1,0,7.19507,0.184986,935,3
-8.54944,0.75937,0.965593,1,3,0,8.85437,0.0750335,936,3
-9.1952,0.979598,0.965593,2,3,0,9.25713,0.0566634,937,3
-7.02557,1.0,0.965593,2,3,0,8.71803,0.23977,938,3
-9.9257,0.324656,0.965593,2,7,0,11.8983,0.0422243,939,3
-7.38122,1.0,0.965593,2,3,0,9.77615,0.142645,940,3
-7.86025,0.919552,0.965593,1,1,0,7.8627,0.105604,941,3
-7.54736,1.0,0.965593,1,1,0,7.84369,0.127127,942,3
-7.22912,1.0,0.965593,2,3,0,7.48625,0.161807,943,3
-7.13594,0.964239,0.965593,2,3,0,7.55538,0.289306,944,3
-7.02487,1.0,0.965593,1,3,0,7.10991,0.238607,945,3
-7.72598,0.674104,0.965593,2,3,0,8.93544,0.385132,946,3
-7.11211,1.0,0.965593,1,1,0,7.51934,0.282518,947,3
-7.33458,0.972784,0.965593,2,3,0,7.3422,0.330652,948,3
-7.02274,0.956275,0.965593,2,3,0,7.58166,0.232261,949,3
-7.0228,0.995308,0.965593,2,3,0,7.04762,0.232778,950,3
-7.32989,0.921965,0.965593,1,3,0,7.42144,0.148403,951,3
-7.19506,1.0,0.965593,1,1,0,7.31559,0.167243,952,3
-7.05527,0.999183,0.965593,1,3,0,7.16232,0.201854,953,3
-7.03545,1.0,0.965593,1,1,0,7.05086,0.212438,954,3
-7.29462,0.807303,0.965593,2,3,0,8.36643,0.152729,955,3
-7.03082,1.0,0.965593,1,3,0,7.26092,0.216066,956,3
-7.12127,0.974289,0.965593,1,3,0,7.16271,0.285216,957,3
-7.30504,0.941305,0.965593,1,1,0,7.31676,0.325505,958,3
-8.53512,0.825538,0.965593,2,3,0,8.55714,0.463614,959,3
-7.27176,1.0,0.965593,2,3,0,8.57193,0.155725,960,3
-7.10173,0.84168,0.965593,2,3,0,8.62483,0.186588,961,3
-7.7172,0.897035,0.965593,1,3,0,7.76275,0.114525,962,3
-8.37592,0.970154,0.965593,2,3,0,8.38405,0.081333,963,3
-8.36951,1.0,0.965593,1,1,0,8.599,0.0815802,964,3
-9.67228,0.891086,0.965593,2,3,0,10.499,0.0466629,965,3
-7.75135,0.942118,0.965593,1,3,0,9.56157,0.112275,966,3
-7.89091,0.993048,0.965593,2,3,0,7.99047,0.103849,967,3
-7.03642,0.871612,0.965593,2,3,0,9.09024,0.25053,968,3
-7.04846,0.984177,0.965593,2,3,0,7.11823,0.258008,969,3
-7.1569,0.967087,0.965593,1,1,0,7.15718,0.294748,970,3
-7.64852,0.845178,0.965593,1,1,0,7.6567,0.375748,971,3
-7.64852,0.0914856,0.965593,1,1,0,11.5767,0.375748,972,3
-9.59428,0.475157,0.965593,1,1,0,9.68804,0.538789,973,3
-7.55015,1.0,0.965593,1,1,0,8.88017,0.363032,974,3
-7.1687,1.0,0.965593,1,1,0,7.4342,0.297638,975,3
-8.12045,0.827144,0.965593,2,3,0,8.12123,0.0921186,976,3
-7.87259,1.0,0.965593,1,1,0,8.17306,0.104891,977,3
-7.31744,0.978695,0.965593,1,3,0,7.77216,0.149892,978,3
-7.32267,0.999654,0.965593,2,3,0,7.38761,0.149262,979,3
-7.76782,0.921968,0.965593,1,1,0,7.76917,0.111218,980,3
-7.08423,0.893438,0.965593,2,3,0,8.50179,0.273392,981,3
-7.28723,0.936606,0.965593,1,1,0,7.29004,0.322282,982,3
-7.02811,1.0,0.965593,1,3,0,7.22108,0.243125,983,3
-7.14027,0.973516,0.965593,1,3,0,7.1435,0.290465,984,3
-7.25255,0.987901,0.965593,2,3,0,7.27473,0.315713,985,3
-7.07553,1.0,0.965593,2,3,0,7.21406,0.194289,986,3
-7.10399,0.984271,0.965593,1,3,0,7.21302,0.280016,987,3
-7.49355,0.878803,0.965593,1,1,0,7.4953,0.355224,988,3
-7.12315,1.0,0.965593,1,1,0,7.37459,0.285755,989,3
-7.39956,0.807423,0.965593,2,3,0,8.06019,0.140719,990,3
-7.33453,1.0,0.965593,1,1,0,7.43905,0.147858,991,3
-7.16582,1.0,0.965593,1,1,0,7.30466,0.172446,992,3
-7.06917,1.0,0.965593,1,1,0,7.14332,0.196462,993,3
-7.54023,0.918826,0.965593,2,3,0,7.72499,0.127717,994,3
-7.02517,0.990672,0.965593,2,3,0,7.59057,0.23913,995,3
-8.02287,0.834503,0.965593,2,3,0,8.08834,0.0968287,996,3
-7.47064,1.0,0.965593,1,1,0,7.93498,0.133798,997,3
-7.50795,0.99333,0.965593,1,1,0,7.59215,0.130462,998,3
-7.62083,0.993575,0.965593,2,3,0,7.69079,0.121356,999,3
