lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,i
-7.34299,0.807538,0.962205,2,3,0,7.92708,0.399557,820
-7.35136,0.997018,0.962205,1,1,0,7.54949,0.400673,821
-6.82792,0.965596,0.962205,1,3,0,7.51925,0.202384,822
-6.86913,0.990336,0.962205,1,1,0,6.88069,0.192086,823
-8.23509,0.778924,0.962205,1,3,0,8.4537,0.0834379,824
-8.45715,0.945558,0.962205,2,3,0,9.62147,0.0755078,825
-8.08129,1.0,0.962205,1,1,0,8.52555,0.0896317,826
-8.33462,0.97117,0.962205,1,1,0,8.479,0.079748,827
-8.16035,1.0,0.962205,2,3,0,8.49198,0.0863683,828
-8.13364,1.0,0.962205,1,1,0,8.3826,0.0874514,829
-7.88127,1.0,0.962205,1,1,0,8.22482,0.0987488,830
-7.26071,1.0,0.962205,1,1,0,7.78463,0.139548,831
-7.1745,1.0,0.962205,1,1,0,7.31349,0.14786,832
-7.26114,0.984275,0.962205,1,1,0,7.32958,0.13951,833
-6.77217,0.962999,0.962205,1,3,0,7.3898,0.278115,834
-7.00844,0.848858,0.962205,2,3,0,7.53625,0.346521,835
-6.88248,1.0,0.962205,1,1,0,6.99262,0.318223,836
-8.04875,0.669666,0.962205,1,1,0,8.04878,0.476493,837
-6.77852,1.0,0.962205,1,3,0,7.96182,0.220009,838
-6.75914,0.994889,0.962205,2,3,0,6.81166,0.268938,839
-6.81028,0.984876,0.962205,1,1,0,6.81029,0.295735,840
-7.10055,0.96008,0.962205,2,3,0,7.10145,0.363276,841
-7.10537,0.84704,0.962205,1,3,0,7.8363,0.15539,842
-6.7645,0.908182,0.962205,2,3,0,8.3445,0.227776,843
-6.74803,0.984112,0.962205,2,3,0,6.86426,0.250493,844
-6.91759,0.96944,0.962205,2,3,0,6.95747,0.182309,845
-6.79947,0.840881,0.962205,2,3,0,8.16094,0.211402,846
-7.26303,0.915464,0.962205,1,3,0,7.29416,0.139339,847
-6.95787,1.0,0.962205,1,1,0,7.20483,0.175383,848
-6.74846,0.998084,0.962205,1,3,0,6.94441,0.246291,849
-7.30564,0.866622,0.962205,1,3,0,7.46244,0.135598,850
-7.33405,0.894931,0.962205,1,3,0,8.34268,0.398359,851
-7.55946,0.92214,0.962205,1,1,0,7.72779,0.426391,852
-6.87129,1.0,0.962205,1,1,0,7.32873,0.315197,853
-6.76466,0.993375,0.962205,1,3,0,6.90992,0.22767,854
-6.75576,1.0,0.962205,2,3,0,6.76304,0.234673,855
-6.91659,0.965013,0.962205,1,3,0,6.93039,0.182493,856
-6.9086,1.0,0.962205,2,3,0,6.95149,0.183986,857
-7.92469,0.850756,0.962205,1,3,0,8.00956,0.0966545,858
-8.7467,0.910066,0.962205,1,1,0,8.76647,0.066621,859
-6.95935,1.0,0.962205,1,3,0,8.69928,0.175145,860
-6.79515,0.998455,0.962205,1,3,0,6.92067,0.212993,861
-6.75015,0.958345,0.962205,2,3,0,7.09014,0.241909,862
-6.95159,0.948074,0.962205,1,3,0,6.99352,0.334781,863
-6.95159,0.809816,0.962205,1,1,0,7.36958,0.334781,864
-6.88569,1.0,0.962205,1,1,0,6.96295,0.319068,865
-6.82,0.976515,0.962205,1,3,0,7.03799,0.204687,866
-7.43477,0.899087,0.962205,2,3,0,7.67036,0.12539,867
-6.7664,0.890642,0.962205,2,3,0,8.47229,0.274458,868
-6.80964,0.905912,0.962205,2,3,0,7.23896,0.207921,869
-6.8307,0.994915,0.962205,1,1,0,6.84183,0.201606,870
-6.77728,0.940279,0.962205,2,3,0,7.2238,0.281016,871
-6.74804,0.998895,0.962205,2,3,0,6.7837,0.249334,872
-7.36931,0.854158,0.962205,1,3,0,7.43486,0.403041,873
-7.1403,1.0,0.962205,1,1,0,7.38879,0.369874,874
-6.75124,1.0,0.962205,1,3,0,7.04864,0.260122,875
-7.18382,0.884452,0.962205,1,3,0,7.35152,0.146909,876
-7.58365,0.722608,0.962205,2,3,0,10.0062,0.115272,877
-6.8229,0.86326,0.962205,2,3,0,9.13048,0.203828,878
-6.75577,1.0,0.962205,1,3,0,6.80732,0.234662,879
-7.74731,0.779453,0.962205,1,3,0,7.89639,0.447015,880
-7.17556,1.0,0.962205,1,1,0,7.62727,0.375474,881
-9.29938,0.462193,0.962205,1,1,0,9.3248,0.571101,882
-7.68486,1.0,0.962205,2,3,0,8.88901,0.109176,883
-7.04638,0.979363,0.962205,1,3,0,7.56971,0.162612,884
-6.8454,1.0,0.962205,1,1,0,7.00186,0.197718,885
-8.52754,0.785905,0.962205,2,3,0,8.75067,0.0732095,886
-8.35293,1.0,0.962205,2,3,0,8.7061,0.0790941,887
-9.23006,0.973318,0.962205,2,3,0,9.26389,0.0545653,888
-9.06651,1.0,0.962205,2,3,0,9.47993,0.0583136,889
-6.80507,0.931122,0.962205,1,3,0,9.30726,0.209443,890
-7.5685,0.882837,0.962205,2,3,0,7.88581,0.427433,891
-7.28475,1.0,0.962205,1,1,0,7.61161,0.391586,892
-6.92352,0.926382,0.962205,1,3,0,7.67586,0.181233,893
-6.92134,1.0,0.962205,1,1,0,6.96409,0.181627,894
-7.20981,0.935189,0.962205,2,3,0,7.54834,0.144328,895
-6.81108,0.954424,0.962205,1,3,0,7.4205,0.296037,896
-6.77062,1.0,0.962205,2,3,0,6.79985,0.224074,897
-6.7481,0.999646,0.962205,1,3,0,6.76994,0.25153,898
-6.89051,0.958817,0.962205,2,3,0,6.99778,0.320322,899
-6.98622,0.969059,0.962205,1,1,0,7.01724,0.342087,900
-7.31385,0.77631,0.962205,1,3,0,8.06498,0.134901,901
-6.80824,0.947489,0.962205,1,3,0,7.54365,0.294954,902
-6.8025,1.0,0.962205,1,1,0,6.82165,0.292689,903
-7.36099,0.873491,0.962205,1,3,0,7.36213,0.401947,904
-6.8614,1.0,0.962205,1,1,0,7.19752,0.312415,905
-6.97459,0.963841,0.962205,1,1,0,6.99503,0.339693,906
-7.28166,0.900166,0.962205,1,1,0,7.3209,0.391153,907
-6.82719,1.0,0.962205,1,1,0,7.13288,0.301789,908
-6.86218,0.989007,0.962205,1,1,0,6.88061,0.312639,909
-6.76094,0.966905,0.962205,2,3,0,7.03014,0.270445,910
-7.2529,0.885286,0.962205,1,3,0,7.26881,0.387056,911
-6.7563,1.0,0.962205,1,3,0,7.22088,0.234151,912
-7.63352,0.809098,0.962205,1,3,0,7.86055,0.112199,913
-6.95048,0.952524,0.962205,1,3,0,8.23923,0.334539,914
-7.2328,0.813097,0.962205,1,3,0,7.86243,0.142127,915
-7.03951,0.942462,0.962205,1,3,0,7.83072,0.352438,916
-7.44672,0.867586,0.962205,1,1,0,7.499,0.412903,917
-6.95752,1.0,0.962205,1,1,0,7.30261,0.336071,918
-6.95752,0.86403,0.962205,1,1,0,7.26447,0.336071,919
-7.05319,0.968412,0.962205,1,1,0,7.1058,0.354951,920
-6.76185,0.995099,0.962205,1,3,0,7.07027,0.229604,921
-6.77553,0.992743,0.962205,2,3,0,6.81856,0.221471,922
-6.76031,0.995613,0.962205,2,3,0,6.81173,0.230756,923
-6.7563,1.0,0.962205,1,1,0,6.76071,0.234154,924
-6.76053,0.998878,0.962205,1,1,0,6.76196,0.230584,925
-7.58589,0.824156,0.962205,1,3,0,7.77588,0.115132,926
-6.98543,0.94593,0.962205,1,3,0,8.23333,0.341927,927
-6.98543,0.188049,0.962205,1,3,0,12.1088,0.341927,928
-9.23573,0.448287,0.962205,1,1,0,9.23603,0.567025,929
-7.64569,1.0,0.962205,2,3,0,8.82263,0.436114,930
-6.93326,0.919757,0.962205,1,3,0,8.05381,0.17951,931
-6.91072,0.969673,0.962205,1,3,0,7.23495,0.325377,932
-7.26426,0.887466,0.962205,1,1,0,7.28284,0.388687,933
-7.27596,0.995876,0.962205,1,1,0,7.44566,0.390349,934
-7.04975,0.868069,0.962205,1,3,0,7.93343,0.162176,935
-6.79224,1.0,0.962205,2,3,0,6.98293,0.288341,936
-6.96111,0.847966,0.962205,2,3,0,7.5309,0.336844,937
-7.42464,0.852569,0.962205,1,1,0,7.45104,0.410145,938
-6.74875,0.846242,0.962205,2,3,0,8.15945,0.254806,939
-6.77507,0.973188,0.962205,2,3,0,6.89489,0.221703,940
-8.29309,0.587128,0.962205,2,3,0,9.6469,0.497935,941
-7.71011,1.0,0.962205,1,1,0,8.34672,0.44309,942
-6.95434,1.0,0.962205,2,3,0,7.46193,0.335382,943
-7.08013,0.870705,0.962205,1,3,0,7.59535,0.158378,944
-6.77448,0.899466,0.962205,2,3,0,8.37733,0.222004,945
-6.87835,0.981411,0.962205,1,3,0,6.87866,0.190071,946
-7.31576,0.934591,0.962205,1,3,0,7.3204,0.134739,947
-6.82667,0.942966,0.962205,1,3,0,7.5854,0.301615,948
-6.74996,0.998728,0.962205,1,3,0,6.82782,0.242281,949
-8.27347,0.663979,0.962205,1,3,0,8.88219,0.0819872,950
-6.88904,0.997772,0.962205,2,3,0,8.26235,0.187835,951
-6.74803,0.997776,0.962205,1,3,0,6.8838,0.250479,952
-7.82336,0.826334,0.962205,2,3,0,7.91382,0.101653,953
-7.14649,0.972125,0.962205,1,3,0,7.70756,0.150806,954
-6.86516,0.845041,0.962205,2,3,0,9.31128,0.192982,955
-7.87701,0.87847,0.962205,2,3,0,8.21868,0.460172,956
-6.83204,0.982204,0.962205,2,3,0,8.12396,0.201235,957
-6.75125,0.971711,0.962205,2,3,0,7.05431,0.260132,958
-6.75125,0.677392,0.962205,1,3,0,7.92513,0.260132,959
-8.97265,0.58173,0.962205,1,3,0,9.09941,0.549489,960
-7.9872,1.0,0.962205,1,1,0,8.94029,0.470775,961
-6.97544,1.0,0.962205,1,1,0,7.64429,0.33987,962
-8.14356,0.663027,0.962205,1,1,0,8.15251,0.485039,963
-7.05745,0.87283,0.962205,1,3,0,8.83249,0.16119,964
-6.87361,1.0,0.962205,1,1,0,7.02057,0.191097,965
-6.74803,0.887879,0.962205,2,3,0,7.64878,0.250374,966
-6.76121,0.997361,0.962205,2,3,0,6.7657,0.230074,967
-7.49272,0.886684,0.962205,2,3,0,7.63602,0.121269,968
-7.56981,0.864958,0.962205,1,3,0,8.93171,0.427583,969
-6.7525,1.0,0.962205,1,3,0,7.36637,0.26195,970
-6.80754,0.88323,0.962205,2,3,0,7.36185,0.208611,971
-7.41904,0.851075,0.962205,1,3,0,7.66493,0.409439,972
-6.96453,1.0,0.962205,2,3,0,7.30344,0.174319,973
-8.97958,0.711451,0.962205,1,3,0,9.37462,0.0604356,974
-8.66424,1.0,0.962205,1,1,0,9.13042,0.0690051,975
-8.03804,1.0,0.962205,1,1,0,8.64837,0.0914935,976
-6.81373,1.0,0.962205,2,3,0,7.97732,0.20661,977
-7.1536,0.942277,0.962205,1,3,0,7.16212,0.150045,978
-7.46807,0.945766,0.962205,1,1,0,7.48993,0.122991,979
-7.44038,1.0,0.962205,1,1,0,7.59374,0.12498,980
-7.75507,0.95314,0.962205,1,1,0,7.81127,0.105254,981
-6.82261,0.938138,0.962205,2,3,0,8.48696,0.300214,982
-6.92568,0.989224,0.962205,2,3,0,6.93602,0.328933,983
-6.77872,1.0,0.962205,2,3,0,6.89972,0.219911,984
-7.52993,0.503001,0.962205,2,3,0,10.4832,0.11875,985
-6.81114,1.0,0.962205,2,3,0,7.34625,0.296059,986
-7.05409,0.924911,0.962205,1,1,0,7.05593,0.355114,987
-8.37814,0.816742,0.962205,2,3,0,8.39818,0.504982,988
-7.03891,1.0,0.962205,2,3,0,8.33433,0.163589,989
-6.92256,1.0,0.962205,1,1,0,7.03166,0.181405,990
-8.81586,0.71296,0.962205,1,3,0,9.19633,0.0647031,991
-7.09859,0.817178,0.962205,1,3,0,10.2732,0.362942,992
-7.53625,0.67464,0.962205,1,3,0,8.65947,0.118331,993
-6.75204,0.982534,0.962205,1,3,0,7.53879,0.238914,994
-6.74817,0.991699,0.962205,2,3,0,6.80041,0.247881,995
-9.00212,0.654036,0.962205,2,3,0,9.06338,0.0598762,996
-9.21856,0.982747,0.962205,1,1,0,9.45728,0.054819,997
-8.03728,1.0,0.962205,1,1,0,9.0941,0.0915267,998
-6.91107,1.0,0.962205,1,3,0,7.92088,0.18352,999
